movie_id,budget,revenue,language,overview,runtime,tagline
2642,39000000,80200000,en,"Aiming to defeat the Man of Steel, wealthy executive Ross Webster hires bumbling but brilliant Gus Gorman to develop synthetic kryptonite, which yields some unexpected psychological effects in the third installment of the 1980s Superman franchise. Between rekindling romance with his high school sweetheart and saving himself, Superman must contend with a powerful supercomputer.",125,If the world's most powerful computer can control even Superman...no one on earth is safe.
2643,17000000,36681020,en,"With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.",90,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us."
2644,355000,700000,en,"British estate agent Renfield travels to Transylvania to meet the mysterious Count Dracula, who is interested in leasing a castle in London. After Dracula enslaves Renfield and drives him to insanity, the pair sail to London together and Dracula, a secret vampire, begins preying on London socialites.",74,The story of the strangest passion the world has ever known!
2648,291000,12000000,en,"Tampering with life and death, Henry Frankenstein pieces together salvaged body parts to bring a human monster to life; the mad scientist's dreams are shattered by his creation's violent rage as the monster awakens to a world in which he is unwelcome.",70,THE MAN WHO MADE A MONSTER
2651,1200000,0,en,"Grave robbers open the grave of the wolf man and awaken him. He doesn't like the idea of being immortal and killing people when the moon is full so tries to find Dr. Frankenstein, in the hopes that the doctor can cure him. Dr. Frankenstein has died; however, his monster is found.",74,A Death Fight... Between Two Beasts!
2652,270000,8000000,en,Baron Victor Frankenstein has discovered life's secret and unleashed a blood-curdling chain of events resulting from his creation: a cursed creature with a horrid face — and a tendency to kill.,83,The creature created by man and forgotten by nature!
2654,180000,0,en,"After his brother's death, Larry Talbot returns home to his father and the family estate. Events soon take a turn for the worse when Larry is bitten by a werewolf.",70,His hideous howl a dirge of death!
2655,2000000,0,en,"When a young journalist dies in violent circumstances, her brother soon learns, by way of the mysterious Stefan Crosscoe, that his sister has succumbed to the werewolf curse.",91,"The rocking, shocking, new wave of horror!"
2656,0,0,en,"A rogue scientist near a small desert town arouses the suspicion of the town's doctor when his lab assistant is found dead from a case of acromegaly, which took only four days to develop.  As the doctor investigates, aided by the scientist's new female assistant, they discover that something is devouring local cattle and humans in increasingly large quantities.",80,More terrifying than any horror known to man comes a creeping crawling monster whose towering fury no one can escape!
2657,1400000,170000000,en,"Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rocky'.",100,A different set of jaws.
2659,5000000,2091037,en,"Dan Aykroyd, John Candy, Gilda Radner and Cheech and Chong present this compilation of classic bad films from the 50's, 60's and 70's. Special features on gorilla pictures, anti-marijuana films and a special tribute to the worst film maker of all-time, Ed Wood.",80,We're going to make you LAUGH.
2660,0,0,en,Scientists and US Air Force officials fend off a blood-thirsty alien organism while investigating at a remote arctic outpost.,87,It Creeps... It Crawls... It Strikes Without Warning!
2661,800000,1600000,en,"Author & amateur astronomer John Putnam and schoolteacher Ellen Fields witness an enormous meteorite come down near a small town in Arizona, but Putnam becomes a local object of scorn when, after examining the object up close, he announces that it is a spacecraft, and that it is inhabited...",81,Fantastic sights leap out at you!
2662,2000000,0,en,"The residents of a small town are excited when a flaming meteor lands in the hills, until they discover it is the first of many transport devices from Mars bringing an army of invaders invincible to any man-made weapon, even the atomic bomb.",85,Mighty panorama of Earth-shaking fury as an army from Mars invades!
2664,417000,3000000,en,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,80,There was nothing to hold onto - except each other.
2665,0,0,en,"Test space rockets exploding at liftoff and increased reporting of UFO sightings culminate in a direct attempt by alien survivors of a dead, extra-galactic civilization to invade Earth from impervious flying saucers, using ray-weapons of mass destruction.",83,The terrifying truth about flying saucers!
2668,3000000,0,en,"Mutated by his own secret formula, Dr. Alec Holland becomes Swamp Thing -  a half human, half plant superhero who will stop at nothing to rescue government agent Alice Cable and defeat his evil arch nemesis Arcane... even if it costs him his life.",93,Science transformed him into a monster. Love changed him even more!
2669,0,0,en,"Korean War, April 1953. Lieutenant Clemons, leader of the King company of the United States Infantry, is ordered to recapture Pork Chop Hill, occupied by a powerful Chinese Army force, while, just seventy miles away, at nearby the village of Panmunjom, a tense cease-fire conference is celebrated.",98,Bold! Blunt! Blistering! The battle picture without equal!
